69
0, 73.000000, 300.000000
1, 208.000000, 219.000000
2, -33.000000, 311.500000
3, -739.000000, 447.500000
4, 1304.000000, 300.000000
5, 1304.000000, 300.000000
6, 1304.000000, 300.000000
7, 1304.000000, 300.000000
8, 1304.000000, 300.000000
9, 1304.000000, 300.000000
10, 1304.000000, 300.000000
11, 384.000000, 152.000000
12, 395.000000, 149.000000
13, -57.000000, 136.000000
14, -158.000000, 116.000000
15, -201.000000, 92.000000
16, -216.000000, 36.000000
17, -206.000000, 5.000000
18, -183.000000, -15.000000
19, -117.000000, -41.000000
20, -94.000000, -44.000000
21, -84.000000, -41.000000
22, -58.000000, -41.000000
23, -44.000000, -39.000000
24, -9.000000, -20.000000
25, 8.000000, -7.000000
26, 15.000000, 16.000000
27, -140.000000, 109.000000
28, -124.000000, 100.000000
29, -118.000000, 89.000000
30, -111.000000, 81.000000
31, -101.000000, 68.000000
32, -101.000000, 68.000000
33, -78.000000, 97.000000
34, -74.000000, 113.000000
35, -66.000000, 124.000000
36, -49.000000, 135.000000
37, -24.000000, 132.000000
38, -10.000000, 119.000000
39, -3.000000, 111.000000
40, 16.000000, 80.000000
41, 17.000000, 54.000000
42, 17.000000, 44.000000
43, 18.000000, 36.000000
44, 184.000000, 147.000000
45, -118.000000, 251.000000
46, -118.000000, 251.000000
47, -107.000000, 212.000000
48, -105.000000, 208.000000
49, -101.000000, 193.000000
50, -93.000000, 167.000000
51, -89.000000, 142.000000
52, -90.000000, 121.000000
53, -88.000000, 103.000000
54, -86.000000, 79.000000
55, -86.000000, 69.000000
56, -83.000000, 23.000000
57, -82.000000, 17.000000
58, -83.000000, 0.000000
59, -84.000000, -18.000000
60, -92.000000, -61.000000
61, -92.000000, -70.000000
62, -95.000000, -89.000000
63, -101.000000, -116.000000
64, -103.000000, -133.000000
65, -110.000000, -154.000000
66, -113.000000, -166.000000
67, -116.000000, -175.000000
68, 195.000000, 154.000000
